,entid,ENTTYPE,INDUSTRYPHY,ent_name,region_id,rc_cf,rc_le,rc_op,rc_ot,follow,level
1918,949155616,10,11,mKristian,47,5.48E-05,0.001178754,0.000165874,0.002308486,0,SSS
1919,949272101,8,6,fKristie,32,0.030986218,0.000375314,0.001851425,0.031900164,1,SSS
1920,949622672,47,9,fKristin,47,8.52E-05,0.000559586,0.001065219,0.00845664,1,SSS
1921,949873187,30,10,fKristina,40,0.000117966,0.000308493,0.000624935,0.005793173,0,SSS
1922,950012650,60,5,fKristine,17,0.000344716,0.001562415,0.006992601,0.007160021,0,SSS
1923,950493965,68,5,mKristoff,90,0.000121774,0.000553073,9.35E-05,0.002639361,1,SSS
1924,950530511,24,5,mKristopher,51,0.000345178,0.000345498,0.000472901,0.002624688,0,SSS
1925,951390025,54,11,fKristy,66,0.000158957,0.000409838,0.000126191,0.0027049,0,SSS
1926,951648892,38,11,fKrystal,34,0.001320493,0.000675553,0.000624117,0.007606933,1,C
1927,951994625,38,5,mKurt,17,0.000170944,0.000438904,0.000371848,0.006542145,1,SSS
1928,952144587,18,11,mKurtis,4,0.000457434,0.000750556,0.00059809,0.024470624,1,SSS
1929,952898326,68,5,mKye,89,0.000918823,0.002965795,0.000537404,0.019532714,1,SSS
1930,953131960,2,0,fKyla,31,0.000361991,0.004318631,0.000473688,0.044306856,1,SSS
1931,953167527,23,6,mKylar,90,0.000282071,0.000505575,0.000183095,0.003317496,1,SSS
1932,955813934,69,14,mKyle,20,0.000385172,0.001088059,0.000239354,0.003438778,0,SSS
1933,955929116,65,10,fKylee,44,0.000198417,0.000466348,0.000177284,0.001784314,0,C
1934,956601166,50,5,fKyleigh,97,0.000913775,0.000687216,0.000631191,0.003234137,1,SSS
1935,957215448,4,5,mKylen,66,0.000958895,0.000752572,0.000185348,0.009798462,0,SSS
1936,957243709,13,11,mKyler,78,0.000201278,0.00176981,0.000335976,0.007841095,1,SSS
1937,957580768,50,5,fKylie,44,0.000473179,0.001073007,0.008119958,0.075786904,0,SSS
1938,959830672,8,11,fKyra,24,0.000292981,0.000233475,0.000703481,0.004449684,1,C
1939,960114585,53,10,mKyran,39,0.000136955,0.001285385,0.000265479,0.005617546,1,SSS
1940,960769477,46,9,mKyrin,52,0.000113598,0.000604914,0.000503473,0.002849695,0,SSS
1941,961293902,32,14,mKyron,1,0.000953634,0.000575667,0.000341549,0.005584144,0,SSS
1942,961342330,19,5,fLacey,32,0.001986703,0.002351074,0.000362333,0.014934381,1,SSS
1943,962269241,68,11,mLacey,42,0.000599025,0.001739699,0.000540456,0.01967578,1,SSS
1944,962601334,53,6,mLachlan,58,9.20E-05,0.000767096,0.000384038,0.003013686,1,SSS
1945,964911449,68,6,fLacie,63,0.000285513,0.001290763,0.001318439,0.011175931,1,SSS
1946,965264347,24,14,fLacy,78,0.000103445,0.000250103,0.000296201,0.002924428,1,SSS
1947,966950408,48,9,fLadonna,52,0.001970344,0.001880651,0.000159049,0.003327461,1,C
1948,967178786,33,17,fLaila,41,0.000128125,0.000720346,0.000380397,0.00366386,1,C
1949,967421163,63,2,fLainey,70,0.000376639,0.000521589,0.00060417,0.00409327,0,SSS
1950,967715091,45,9,mLake,82,0.000649071,0.000513608,0.000293064,0.002893458,0,C
1951,967759172,15,11,fLakyn,91,0.000514015,0.000895169,0.000286375,0.00471116,0,C
1952,967916401,45,7,fLala,78,0.000304627,0.000734001,0.000314871,0.004115689,0,SSS
1953,968078642,4,5,mLamar,55,0.000187657,0.003003659,0.000145388,0.005479862,0,SSS
1954,968277892,64,8,mLamont,10,0.000204903,0.033306345,0.000798242,0.002135472,1,SSS
1955,968571103,9,5,fLana,17,0.000326741,0.001333657,0.000255196,0.003681103,1,SSS
1956,970288326,65,8,mLance,97,0.000193328,0.003569209,0.000519879,0.00330596,0,SSS
1957,970812071,70,5,mLanden,53,0.003275109,0.009157255,0.034081906,0.041716401,1,SSS
1958,971366613,64,5,mLandon,68,0.000765021,0.000517425,0.000459986,0.005931583,0,SSS
1959,971866103,70,14,mLandyn,68,0.000875926,0.00079895,0.000386222,0.004152135,0,SSS
1960,972087944,32,2,mLane,22,0.000139734,0.001265393,0.000598739,0.00334892,0,SSS
1961,972461564,42,0,fLaney,83,0.000696191,0.000950804,0.001289252,0.006294177,0,SSS
1962,972603126,42,11,mLangdon,92,0.000146033,0.000959635,0.000157325,0.005714808,0,C
1963,972782623,23,5,mLangston,98,0.001149624,0.001255625,0.000418526,0.002839925,0,SSS
1964,973237965,74,5,fLara,32,0.001701377,0.005427042,0.005709609,0.02186854,1,SSS
1965,973459989,13,4,fLarissa,56,0.000212584,0.002094337,0.000242749,0.002074913,0,SSS
1966,973813865,70,2,mLarry,8,0.001316546,0.000742572,0.000196993,0.004958128,1,SSS
1967,974650263,5,2,mLars,0,0.000195929,0.000628266,0.000695132,0.003792719,1,SSS
1968,974701908,39,9,fLatoya,69,0.00048464,0.000778072,0.000782924,0.043239083,0,SSS
1969,975904588,42,9,fLaura,63,0.000355046,0.000672497,0.000195165,0.002906013,0,C
1970,977356036,33,0,fLaurel,7,0.001004298,0.001119455,0.000235093,0.004843113,0,SSS
1971,978334501,53,5,fLauren,26,8.08E-05,0.000816786,0.000342998,0.001463878,0,SSS
1972,978389836,28,12,mLaurence,8,0.000179061,0.000578572,0.00051891,0.001700409,1,SSS
1973,978827451,48,11,fLaurie,77,5.27E-05,0.000701389,0.000668682,0.00288018,1,C
1974,979812063,64,4,mLaurie,72,0.00043464,0.002940462,0.000365554,0.005439681,1,SSS
1975,980472682,37,9,fLauryn,89,0.000666889,0.000908527,0.001606464,0.004922173,1,C
1976,981042316,59,5,fLavana,36,0.00015087,0.000658989,0.000391235,0.002937416,0,SSS
1977,981891377,6,5,fLavender,67,0.000140238,0.000577989,0.000629262,0.003789166,1,SSS
1978,982196289,45,11,fLavinia,57,0.000155647,0.00088673,0.001773115,0.00287659,0,C
1979,982383623,44,5,mLawrence,77,0.000138585,0.001180419,0.000313726,0.004254089,0,SSS
1980,983049526,39,11,mLawson,47,0.002948135,0.000995114,0.000857715,0.010286598,1,SSS
1981,983088032,35,2,fLayla,65,0.000101517,0.001773416,0.003910237,0.003414172,0,SSS
1982,983963171,8,12,mLayne,82,0.000799325,0.000652547,0.000299078,0.002891084,0,SSS
1983,984396951,24,0,mLayton,65,0.001356592,0.001812829,0.00047498,0.012838441,0,SSS
1984,984565633,39,0,fLea,25,0.000751725,0.012469753,0.003406589,0.03173551,0,SSS
1985,985299183,33,5,mLeaf,31,0.00043215,0.0010972,0.001166279,0.021259515,0,SSS
1986,986206434,38,0,fLeah,71,0.000234865,0.002077262,0.001211545,0.00240914,0,SSS
1987,987582746,8,4,fLeandra,61,0.000109049,0.000766811,0.000813881,0.002308148,1,SSS
1988,988311456,59,5,mLeandro,96,0.000191491,0.000833325,0.000443631,0.002105268,1,SSS
1989,989495682,6,11,fLeann,73,0.000136201,0.000597957,0.000577745,0.003018266,0,C
1990,990347830,10,5,fLeanna,57,8.36E-05,0.001926137,0.000248395,0.003105941,0,SSS
1991,991078809,69,5,fLeanne,78,0.00114623,0.001495185,0.000531288,0.003862756,1,SSS
1992,991242180,3,2,mLebron,23,9.45E-05,0.009693102,0.000600793,0.003897345,1,SSS
1993,991615083,7,5,fLee,97,0.000300219,0.00152471,0.000236413,0.003495465,0,SSS
1994,992465766,22,2,mLee,44,0.000401015,0.001248888,0.000187451,0.003501862,0,SSS
1995,992743801,62,8,fLeela,25,0.000578184,0.008479513,0.000481419,0.006885665,1,SSS
1996,993295834,45,11,fLeena,35,0.000125818,0.002285818,0.000607224,0.001774163,0,C
1997,993788257,55,11,fLeia,85,0.000217844,0.000572019,0.000355501,0.001700402,1,SSS
1998,993791056,52,5,mLeigh,55,0.000779507,0.002605201,0.00035273,0.005772159,0,SSS
1999,994263840,12,11,fLeigh,10,0.000159966,0.000832595,0.001013766,0.009729495,0,SSS
2000,994377140,43,17,mLeighton,68,0.000119307,0.00687891,0.00062331,0.002184654,0,SSS
2001,994929954,67,12,fLeila,99,0.000505861,0.000430078,0.000221343,0.005584819,0,SSS
2002,995060292,45,0,fLeilani,38,7.38E-05,0.000387864,0.000941938,0.00163882,0,SSS
2003,995227060,63,5,fLela,50,0.000165455,0.001718685,0.000299808,0.00125823,1,SSS
2004,995461959,71,11,mLeland,38,0.006753895,0.000297196,0.00065921,0.007505868,0,C
2005,996346552,47,5,fLena,24,0.000319861,0.007220211,0.000117633,0.010724991,0,SSS
2006,997220509,65,5,mLennie,0,0.014108083,0.011187389,0.014973907,0.100458041,0,SSS
2007,998091785,16,8,mLennon,96,0.000124301,0.000947112,0.000534958,0.004363728,0,SSS
2008,998467460,49,12,mLennox,93,0.00020085,0.000629377,0.000412718,0.008360246,1,SSS
2009,998830459,68,5,mLenny,57,0.000222812,0.001412575,0.000373388,0.007650577,1,SSS
2010,999188308,37,18,fLenore,69,0.000161066,0.000569822,0.000363031,0.004772462,0,SSS
2011,999356637,10,5,mLeo,7,0.00031681,0.003542443,0.000357249,0.006207438,1,SSS
2012,999723888,19,8,mLeon,56,0.000725554,0.002218873,0.000762393,0.024786569,1,SSS
2013,999939302,63,5,fLeona,83,0.000322051,0.000550713,0.000181264,0.005340888,1,SSS
2014,1000505448,44,19,mLeonard,21,7.51E-05,0.002884529,0.000954066,0.002084666,0,SSS
2015,1001226199,49,11,mLeonardo,21,0.000575841,0.016886266,0.002963745,0.018569851,1,C
2016,1001685981,62,5,mLeonel,60,0.000429269,0.00308285,0.001014268,0.004256018,0,SSS
2017,1002303049,16,2,fLeonie,8,0.002055243,0.000406594,0.001565298,0.015678231,0,SSS
2018,1002763026,17,2,mLeopold,95,0.000295306,0.000625513,0.000801008,0.009850144,1,SSS
2019,1003500663,44,12,fLeora,55,0.000696522,0.001250813,0.000222214,0.004893581,1,SSS
2020,1005025210,25,5,mLeroy,98,0.001018847,0.003293616,0.0004299,0.005313524,1,SSS
2021,1005387686,1,11,mLes,67,0.01645874,0.000876787,0.001379255,0.033430818,1,C
2022,1005642709,73,10,fLesley,74,0.000420999,0.00313601,0.000992377,0.016512701,0,SSS
2023,1006300521,9,2,mLeslie,29,0.00037169,0.002138888,0.000772613,0.023294074,1,SSS
2024,1006679752,4,19,fLeslie,58,0.000196742,0.000712143,0.000395424,0.001281915,0,SSS
2025,1006970453,48,2,fLesly,38,0.000159942,0.003671751,0.001166959,0.005174621,1,SSS
2026,1007419866,59,5,mLester,85,0.000578747,0.002026843,0.000353226,0.007893931,0,SSS
2027,1007648701,25,5,fLeticia,61,0.000277351,0.000523985,0.000973506,0.018739223,0,SSS
2028,1008158207,4,6,fLetitia,54,0.003828428,0.001028308,0.001279271,0.050894383,0,SSS
2029,1008244001,19,2,fLettie,13,0.000525676,0.000660707,0.00077375,0.012001718,1,SSS
2030,1009587580,20,11,mLeuan,25,0.000249237,0.00418763,0.00017813,0.001893431,0,SSS
2031,1009736961,17,6,mLev,57,0.000120548,0.001358734,0.000313937,0.002304561,0,SSS
2032,1010142846,8,5,mLeven,11,0.000248515,0.000568698,0.000405134,0.007734591,0,SSS
2033,1010297602,24,0,mLevi,20,0.000146377,0.001111794,0.001880855,0.002895213,0,SSS
2034,1011014592,5,11,mLewis,40,0.000183711,0.000586205,0.00023146,0.0034957,1,C
2035,1012768835,28,5,mLex,20,4.92E-05,0.000360338,0.000232068,0.002421973,1,SSS
2036,1012856089,24,8,fLexi,52,0.004636409,0.001090051,0.000713975,0.007269162,1,SSS
2037,1013242604,71,7,fLexia,60,0.00016592,0.000552489,0.000271097,0.003177705,1,SSS
2038,1013720303,4,11,fLexie,97,0.000114105,0.001000896,0.000539641,0.001342261,1,SSS
2039,1014013036,50,0,fLexis,86,0.000163363,0.00211386,0.000371737,0.001334056,1,SSS
2040,1014620141,33,10,fLeyla,48,0.000575785,0.000394112,0.000230082,0.006848445,1,SSS
2041,1015725051,25,5,fLia,21,0.000133614,0.001440002,0.000314696,0.003512283,1,SSS
2042,1016374940,24,11,mLiam,2,0.000483199,0.000516455,0.000153186,0.003964595,0,SSS
2043,1017014251,66,7,fLiana,82,0.000157909,0.001475034,0.000386137,0.003357515,0,SSS
2044,1018283505,50,11,fLianne,44,0.00120265,0.000909118,0.000153142,0.002363648,1,C
2045,1019632003,49,11,fLibbie,61,0.000402602,0.001787478,0.002807404,0.001583316,0,SSS
2046,1019764778,10,5,fLibby,70,0.000190662,0.001454272,0.000552094,0.005062428,1,SSS
2047,1019972426,11,0,fLiberty,9,0.000122469,0.000602889,0.000566339,0.002634013,1,SSS
2048,1020460350,5,4,fLidia,19,0.000137076,0.002265926,0.000558079,0.002400397,0,SSS
2049,1020595851,71,11,mLief,27,0.000112077,0.000412432,0.00040683,0.002462167,0,C
2050,1020606618,57,17,fLiesl,15,0.000268143,0.00116177,0.000246084,0.002225354,0,SSS
2051,1021133736,73,11,fLila,35,0.000517986,0.004924166,0.010968544,0.039852001,1,C
2052,1021960455,51,2,fLilac,61,0.000246619,0.000425248,0.000689761,0.003880298,1,SSS
2053,1022265209,38,11,fLilah,78,7.48E-05,0.002063474,0.000151778,0.004661423,1,SSS
2054,1022501713,28,11,fLili,68,0.000393486,0.002404605,0.001607183,0.003397837,0,C
2055,1022611897,58,5,fLilian,67,0.000279291,0.002904719,0.000893744,0.012352305,1,SSS
2056,1024186033,29,11,fLiliana,68,0.000123045,0.001378574,0.000217737,0.012860538,0,C
2057,1024794959,6,11,fLilita,49,0.000104243,0.003017239,0.000298489,0.004514273,0,C
2058,1026110274,35,8,fLilith,82,0.000142607,0.001380624,0.000164505,0.002532244,0,SSS
2059,1026114200,23,5,fLillia,52,0.000405639,0.001265951,0.000372534,0.005981334,1,SSS
2060,1026610675,62,11,fLillian,26,9.67E-05,0.000581327,0.000225428,0.004512854,1,C
2061,1027017992,42,10,fLillie,28,0.000181746,0.000843013,0.000581285,0.007976855,0,S
2062,1027035858,70,10,fLilly,28,0.002286233,0.001318055,0.000948131,0.008939499,1,SSS
2063,1027381971,30,5,fLily,33,5.80E-05,0.001586308,0.00027075,0.002275447,1,SSS
2064,1027388863,49,11,fLina,5,0.000166506,0.008053691,0.000279159,0.014791267,1,SSS
2065,1028236446,68,11,mLincoln,70,0.000556762,0.00061226,0.000320082,0.00632332,1,SSS
2066,1028263335,47,11,fLinda,54,0.00091847,0.000716335,0.000426044,0.007286014,1,SSS
2067,1028531518,67,2,fLindsay,68,0.000191185,0.006748469,0.001136346,0.004870361,0,SSS
2068,1030300941,8,4,fLindsey,50,0.000284447,0.001705033,0.000298751,0.009289179,1,SSS
2069,1030391762,48,9,fLindy,81,0.00100275,0.0007064,0.00049495,0.004838987,0,C
2070,1030452136,49,5,mLink,22,0.000284878,0.000720592,0.000239961,0.009549505,1,SSS
2071,1030859984,27,5,mLinus,66,0.000138651,0.001009282,0.000328028,0.002498474,1,SSS
2072,1031153973,52,11,mLionel,66,0.000134521,0.000369865,0.000204168,0.002776631,1,C
2073,1031716664,4,11,fLisa,72,0.000203307,0.001258838,0.000381128,0.009667117,0,C
2074,1031941181,37,12,mLisandro,56,0.000652164,0.001551337,0.00054078,0.003902067,1,SSS
2075,1032103988,50,17,fLisette,72,0.000174857,0.002021298,0.001804088,0.001781579,1,SSS
2076,1032194813,9,5,fLiv,94,0.001680271,0.002259927,0.001432347,0.025121626,1,SSS
2077,1033127649,56,0,fLivia,85,0.000230448,0.001370959,0.000493755,0.008698702,0,SSS
2078,1033165268,11,5,fLivvy,85,0.000612392,0.001193035,0.000488661,0.008117795,1,SSS
2079,1033402687,56,5,fLiz,25,0.000633494,0.001233871,0.000828375,0.016380649,1,SSS
2080,1033898812,17,13,fLiza,85,0.000181062,0.002477168,0.001400973,0.004047742,0,SSS
2081,1035196264,62,0,fLizbeth,60,0.000498107,0.000665659,0.000341217,0.003947703,1,SSS
2082,1036107901,35,11,fLizette,7,0.000343106,0.000854046,0.000226667,0.001781234,0,C
2083,1036153470,8,12,fLizzie,33,0.00083733,0.003262179,0.006306184,0.028955014,1,SSS
2084,1036174872,69,5,fLizzy,22,0.001024443,0.001329915,0.000419151,0.00150092,1,SSS
2085,1037299255,7,7,mLloyd,87,8.54E-05,0.000504291,0.00040308,0.00315123,1,SSS
2086,1038008011,26,0,mLochlan,71,0.000100106,0.000490378,0.000472026,0.001893386,0,SSS
2087,1038693286,37,9,mLogan,11,0.001467232,0.001435071,0.000567603,0.003537969,1,SSS
2088,1039230602,67,5,fLogan,78,0.000785336,0.001404889,0.002393686,0.053950615,0,SSS
2089,1039282234,67,10,fLois,2,7.16E-05,0.00050614,0.000294347,0.005054799,1,SSS
2090,1040213523,6,17,mLoki,19,0.000104069,0.002105089,0.000257189,0.001683144,1,SSS
2091,1040255018,2,4,fLola,38,7.96E-05,0.000261026,0.000398735,0.003348432,0,SSS
2092,1040633449,0,11,fLolita,89,9.44E-05,0.009093962,0.000671019,0.001551764,0,C
2093,1041082745,59,6,fLondon,75,0.000151575,0.000304753,0.000459878,0.002731826,0,SSS
2094,1043072224,72,8,mLondon,99,8.96E-05,0.001321955,0.000856204,0.001596137,1,SSS
2095,1043678989,39,11,mLonnie,65,0.000140773,0.002502211,0.000370557,0.000911703,0,SSS
2096,1043932732,23,17,fLora,55,0.002349654,0.001174337,0.000627938,0.005796024,0,C
2097,1044138027,57,5,fLoran,58,0.001545197,0.001112728,0.000210995,0.006508105,0,SSS
2098,1044461579,44,11,mLorcan,21,0.000245554,0.002325971,0.00026991,0.002462235,0,SSS
2099,1045020395,44,0,fLorelei,80,0.001516139,0.001036487,0.006418005,0.019472055,1,SSS
2100,1045958388,30,6,mLoren,17,0.000211875,0.000760303,0.00040705,0.003033075,1,SSS
2101,1046117792,69,2,fLoren,73,0.000123623,0.001125751,0.000257625,0.002520125,1,SSS
2102,1046206454,14,0,fLorena,73,0.000351022,0.001233089,0.000991428,0.008441266,1,SSS
2103,1047477702,32,5,mLorenzo,40,0.000163859,0.004400622,0.00025781,0.002926922,0,SSS
2104,1047520340,15,6,fLoretta,63,0.00027406,0.00063591,0.000244809,0.002466029,0,SSS
2105,1047923746,32,5,fLori,57,8.64E-05,0.000918146,0.000191698,0.002549039,1,SSS
2106,1048179815,38,9,fLorie,65,0.017012032,0.000688548,0.001362581,0.011440557,0,C
2107,1048596086,8,12,mLoris,9,0.000137557,0.001819625,0.000308609,0.00425141,0,SSS
2108,1048748321,35,12,fLorna,16,0.000587099,0.001360343,0.00201299,0.013715331,0,SSS
2109,1049130024,55,5,fLorraine,74,0.000146081,0.000490705,0.000281228,0.004626245,1,SSS
2110,1050453099,39,2,fLorri,35,0.000409731,0.000777267,0.000276534,0.006128255,0,SSS
2111,1050927469,71,11,fLorrie,61,0.000112682,0.000386467,0.000246205,0.003468242,0,SSS
2112,1051173052,29,2,fLottie,4,0.000326418,0.000400686,0.000291634,0.004355899,1,SSS
2113,1052240272,1,5,fLotus,49,0.000119522,0.001949377,0.000169503,0.003216882,0,SSS
2114,1053170708,28,17,fLou,44,0.000283588,0.001182212,0.00032156,0.005646361,0,SSS
2115,1053403682,65,9,mLou,52,9.07E-05,0.000301445,0.000435057,0.002338098,1,SSS
2116,1053943691,67,2,fLouella,20,0.00050987,0.000391792,0.00023529,0.002853206,1,SSS
2117,1055270508,30,8,mLouie,97,0.002051389,0.002690887,0.00756808,0.100543723,0,SSS
2118,1056104267,20,9,mLouis,62,8.23E-05,0.000504734,0.000413655,0.002781831,0,SSS
2119,1056582814,64,11,fLouisa,72,0.000429166,0.000349941,0.000101669,0.004115422,1,SSS
2120,1057292359,36,5,fLouise,96,0.000573825,0.001122286,0.000346159,0.006147193,0,SSS
2121,1057417896,6,11,mLowell,26,0.001496097,0.001185394,0.000356049,0.005907916,0,C
2122,1057471003,75,2,fLuann,31,0.001193281,0.013176209,0.001180402,0.06573987,1,SSS
2123,1057603484,74,4,mLuca,83,0.000251419,0.000553476,0.000197944,0.00316892,1,SSS
2124,1057654777,49,11,mLucas,23,0.000204432,0.001160087,0.000631261,0.004807633,1,C
2125,1059375498,72,11,fLucia,54,0.000239833,0.000863526,0.000410246,0.003841805,0,C
2126,1059460430,30,10,mLucian,11,0.000900965,0.000424791,0.000870546,0.007881117,1,C
2127,1059635469,29,10,fLuciana,77,0.00079177,0.000783171,0.000346644,0.002686524,0,C
2128,1059696849,1,12,mLuciano,54,0.000125543,0.000814007,0.000257289,0.00476526,0,SSS
2129,1059796555,29,10,fLucie,36,0.000164979,0.000229298,0.000568407,0.013581508,0,SSS
2130,1059895506,43,9,fLucille,8,0.000448721,0.003004901,0.000436937,0.003462608,0,SSS
2131,1059986482,4,5,fLucinda,59,0.000195756,0.000958659,0.000125625,0.00402671,1,SSS
2132,1060204191,66,0,fLucky,17,0.000414052,0.000906448,0.000419435,0.005724546,1,SSS
2133,1060468172,31,14,fLucy,30,0.000691972,0.00173132,0.000658015,0.004518769,0,SSS
2134,1060587428,30,19,mLuigi,83,0.00020316,0.00184064,0.000511068,0.002264362,0,SSS
2135,1060869475,57,12,mLuis,87,0.000158223,0.000419904,0.000223161,0.00387394,1,SSS
2136,1061266812,30,3,fLuisa,47,0.00040115,0.000960452,0.000219747,0.002415737,1,SSS
2137,1061691812,71,5,mLukas,39,0.000131063,0.001932649,0.00019473,0.003727363,1,SSS
2138,1062953165,71,5,mLuke,32,0.002253752,0.002033763,0.000554172,0.006174564,0,SSS
2139,1063012839,33,11,fLulu,2,0.000482123,0.002318833,0.000624876,0.010100445,0,C
2140,1063866717,27,5,fLuna,59,0.000713602,0.001719811,0.001212492,0.012597285,1,SSS
2141,1063940659,9,11,fLupita,66,0.000159496,0.000433339,0.001114954,0.003932758,1,SSS
2142,1064970384,10,2,mLuther,79,0.001864517,0.000526868,0.000168121,0.002270138,0,SSS
2143,1065144669,64,11,fLuz,14,7.80E-05,0.003016007,0.000211998,0.004481221,1,SSS
2144,1065211704,35,5,fLydia,35,0.00013246,0.00025937,0.000740908,0.008325301,0,SSS
2145,1065480306,8,5,fLyla,14,0.000361867,0.000552454,0.000724686,0.001844966,1,SSS
2146,1065563579,45,2,mLyle,73,0.000285158,0.000419377,0.000372968,0.006330703,0,SSS
2147,1066891061,9,11,fLynda,54,0.000101233,0.001546585,0.0001779,0.003777518,0,C
2148,1067859507,40,2,mLyndon,41,0.00031725,0.001259286,0.000101382,0.001411409,1,SSS
2149,1068933732,52,5,fLyndsey,44,0.000279684,0.000352247,0.000115926,0.003489603,1,SSS
2150,1069120381,4,14,fLynette,74,0.000641641,0.001380867,0.001784962,0.012045811,1,SSS
2151,1069596549,23,14,mLynn,88,0.000415535,0.000429862,0.000465808,0.00393147,1,SSS
2152,1071725973,31,5,fLynn,13,0.000106204,0.000459761,0.00094542,0.008149882,1,SSS
2153,1073389175,13,11,fLynne,36,9.99E-05,0.001199859,0.000230816,0.005109457,1,C
2154,1073542190,5,4,fLynnette,76,0.00010052,0.003790136,0.000531267,0.003194344,0,SSS
2155,1073761799,73,14,fLynsey,18,0.000426585,0.003328681,0.000141703,0.007382969,1,SSS
2156,1073896617,59,12,fLyra,60,0.001210077,0.005008678,0.000455674,0.01560186,0,SSS
2157,1074040658,39,11,fLyric,60,0.000263517,0.000367482,0.000277281,0.001948209,1,SSS
2158,1074043626,19,11,mLysander,74,0.000355737,0.000539804,0.000163584,0.007814857,0,C
2159,1074061048,10,7,fMabel,10,0.000147544,0.001072753,0.000624024,0.007408898,0,SSS
2160,1074236300,30,2,fMacey,67,0.004123063,0.003381751,0.000711232,0.022315888,1,SSS
2161,1074283757,30,17,fMacie,41,0.000164881,0.001865685,0.000847095,0.002268169,0,SSS
2162,1074790801,1,5,mMack,74,0.003861561,0.000722182,0.000287474,0.004899043,1,SSS
2163,1076693099,11,8,fMackenzie,16,0.001056147,0.000381043,0.000219311,0.002650917,1,SSS
2164,1076908305,37,5,fMacy,99,0.000101771,0.000400674,0.000130929,0.002655915,1,SSS
2165,1077232962,14,10,fMadalyn,22,8.09E-05,0.002247299,0.00040082,0.002793228,0,SSS
2166,1077801639,61,11,fMaddie,66,0.000237464,0.001303688,0.000251493,0.003244187,0,SSS
2167,1078969713,71,0,fMaddison,98,0.000249075,0.003235711,0.000295999,0.003248257,0,SSS
2168,1079065272,42,2,mMaddox,99,0.000162563,0.001509501,0.000277808,0.003077602,1,SSS
2169,1079248717,30,5,fMaddy,68,0.000214553,0.000914484,0.000618332,0.01240575,1,SSS
2170,1079919373,16,0,fMadeleine,34,0.00018931,0.004899791,0.001447469,0.004538296,0,SSS
2171,1080172329,53,12,fMadeline,51,0.000194414,0.000753475,0.000445553,0.008157355,1,SSS
2172,1080539525,46,11,fMadelyn,29,0.00014053,0.000796704,0.000612976,0.003589123,1,C
2173,1081069278,71,0,fMadison,8,0.000114622,0.000868733,0.000337972,0.004832375,1,SSS
2174,1081291673,71,5,fMadisyn,56,0.000129949,0.001986885,0.000380222,0.00366211,1,SSS
2175,1082256765,17,4,fMadonna,30,0.000140591,0.000226302,0.000399578,0.004472687,0,SSS
2176,1082407313,54,13,fMadyson,53,0.000135333,0.000152596,0.000826276,0.002241017,0,C
2177,1082812466,66,0,fMae,9,0.000168398,0.001442499,0.000134306,0.002691801,0,SSS
2178,1083242133,72,12,fMaeve,37,8.84E-05,0.000528549,0.00019291,0.00277243,0,SSS
2179,1084899872,51,17,fMagda,11,8.44E-05,0.001897135,0.000209014,0.002784744,0,SSS
2180,1084995643,65,2,fMagdalena,91,0.000113881,0.000634381,0.000131301,0.004540675,1,SSS
2181,1085252711,46,7,fMagdalene,42,0.000107636,0.000742425,0.000129656,0.004482847,1,SSS
2182,1085422569,74,5,fMaggie,21,0.000418621,0.000577343,0.000404073,0.007430271,0,SSS
2183,1085504050,59,2,mMagnus,33,0.000194322,0.001073713,0.000258921,0.003408744,0,SSS
2184,1085982260,5,5,fMaia,59,0.000426065,0.000741102,0.000721372,0.025779689,1,SSS
2185,1086036423,22,4,fMaire,57,0.000444835,0.000359484,0.000390702,0.004563072,1,SSS
2186,1086151159,56,6,fMairead,92,0.000686072,0.000427293,0.00214254,0.007929497,0,SSS
2187,1086417627,39,12,fMaisie,20,5.26E-05,0.000725581,0.00042596,0.001980053,0,SSS
2188,1086832707,32,5,mMaison,82,0.000128233,0.000380257,0.000397093,0.003018755,1,SSS
2189,1087113602,31,5,fMaisy,79,9.18E-05,0.00061508,0.000250119,0.005103068,1,SSS
2190,1087381924,26,11,fMaja,74,9.99E-05,0.000379189,0.000296454,0.003049513,0,C
2191,1087413851,44,11,fMakayla,79,0.000339993,0.000931613,0.000653911,0.005360451,1,SSS
2192,1088045711,19,5,fMakenna,13,0.000172695,0.000496146,0.000740391,0.007287032,0,SSS
2193,1088273481,47,0,fMakenzie,20,0.000342143,0.000813075,0.000551462,0.005219168,1,SSS
2194,1089644305,32,5,mMalachi,55,0.000213135,0.002003443,0.00020572,0.006448517,1,SSS
2195,1090079579,35,19,mMalakai,80,0.000169455,0.000530682,0.00041569,0.009137369,1,SSS
2196,1090847978,9,9,mMalcolm,36,0.000151027,0.001676292,0.000651161,0.007214749,0,C
2197,1090957795,20,5,fMalia,73,0.000152867,0.000750808,0.000171802,0.002554579,1,SSS
2198,1091303326,9,19,mMalik,77,0.000139726,0.001711905,0.000196727,0.004941138,1,SSS
2199,1092452475,22,5,fMalina,43,0.001640384,0.000635184,0.00032894,0.020756517,0,SSS
2200,1092783118,9,11,fMalinda,59,0.000344706,0.000450439,0.000390209,0.006739796,0,SSS
2201,1093103830,54,5,fMallory,42,0.000709257,0.000505428,0.000381366,0.011912354,0,SSS
2202,1093624326,28,11,mMalloy,44,0.000601411,0.000379994,0.000307005,0.021057606,0,SSS
2203,1093704728,8,11,fMalory,48,6.45E-05,0.002039497,0.000245038,0.002421137,1,SSS
